,year,GS_mean,moving_avg,team
1862,2002,14.454545454545457,14.329545454545457,sfo
1863,2003,14.227272727272728,14.477272727272728,sfo
1864,2004,12.818181818181818,14.18181818181818,sfo
1865,2005,12.090909090909092,13.397727272727272,sfo
1866,2006,12.954545454545457,13.022727272727272,sfo
1867,2007,13.727272727272728,12.897727272727272,sfo
1868,2008,13.227272727272728,13.0,sfo
1869,2009,14.090909090909092,13.5,sfo
1870,2010,14.090909090909092,13.78409090909091,sfo
1871,2011,14.5,13.977272727272728,sfo
1872,2012,14.863636363636363,14.386363636363637,sfo
1873,2013,14.181818181818182,14.40909090909091,sfo
1874,2014,13.318181818181818,14.21590909090909,sfo
1875,2015,12.363636363636363,13.681818181818182,sfo
1876,2016,12.681818181818182,13.136363636363637,sfo
1877,2017,12.0,12.59090909090909,sfo
1878,2018,12.545454545454543,12.397727272727272,sfo
1879,2019,12.590909090909092,12.454545454545457,sfo
1880,2020,11.590909090909092,12.181818181818183,sfo
1881,2021,14.227272727272728,12.738636363636363,sfo
1882,2022,14.181818181818182,13.147727272727272,sfo
1883,2023,15.045454545454543,13.761363636363637,sfo
1884,2024,13.727272727272728,14.295454545454543,sfo
1885,1960,,,tam
1886,1961,,,tam
1887,1962,,,tam
1888,1963,,,tam
1889,1964,,,tam
1890,1965,,,tam
1891,1966,,,tam
1892,1967,,,tam
1893,1968,,,tam
1894,1969,,,tam
1895,1970,,,tam
1896,1971,,,tam
1897,1972,,,tam
1898,1973,,,tam
1899,1974,,,tam
1900,1975,,,tam
1901,1976,11.227272727272728,11.227272727272728,tam
1902,1977,12.227272727272728,11.727272727272728,tam
1903,1978,13.0,12.15151515151515,tam
1904,1979,14.727272727272728,12.795454545454543,tam
1905,1980,14.181818181818182,13.534090909090908,tam
1906,1981,14.136363636363637,14.011363636363637,tam
1907,1982,8.136363636363637,12.795454545454543,tam
1908,1983,11.772727272727272,12.056818181818182,tam
1909,1984,13.545454545454543,11.897727272727272,tam
1910,1985,14.090909090909092,11.886363636363637,tam
1911,1986,13.227272727272728,13.15909090909091,tam
1912,1987,9.772727272727272,12.65909090909091,tam
1913,1988,13.545454545454543,12.65909090909091,tam
1914,1989,14.272727272727272,12.704545454545451,tam
1915,1990,13.772727272727272,12.84090909090909,tam
1916,1991,13.272727272727272,13.71590909090909,tam
1917,1992,13.318181818181818,13.659090909090908,tam
1918,1993,12.0,13.09090909090909,tam
1919,1994,13.363636363636363,12.988636363636363,tam
1920,1995,13.090909090909092,12.94318181818182,tam
1921,1996,13.5,12.988636363636363,tam
1922,1997,14.181818181818182,13.53409090909091,tam
1923,1998,14.363636363636363,13.784090909090908,tam
1924,1999,14.409090909090908,14.113636363636363,tam
1925,2000,15.5,14.613636363636363,tam
1926,2001,15.0,14.818181818181817,tam
1927,2002,14.727272727272728,14.90909090909091,tam
1928,2003,13.681818181818182,14.727272727272728,tam
1929,2004,13.272727272727272,14.170454545454543,tam
1930,2005,14.5,14.045454545454549,tam
1931,2006,13.363636363636363,13.704545454545451,tam
1932,2007,13.909090909090908,13.761363636363637,tam
1933,2008,14.0,13.943181818181817,tam
1934,2009,13.590909090909092,13.71590909090909,tam
1935,2010,12.409090909090908,13.477272727272728,tam
1936,2011,13.590909090909092,13.397727272727272,tam
1937,2012,13.863636363636363,13.363636363636363,tam
1938,2013,12.954545454545457,13.204545454545457,tam
1939,2014,12.454545454545457,13.21590909090909,tam
1940,2015,12.363636363636363,12.90909090909091,tam
1941,2016,13.454545454545457,12.806818181818182,tam
1942,2017,12.0,12.568181818181818,tam
1943,2018,12.227272727272728,12.511363636363637,tam
1944,2019,13.090909090909092,12.693181818181818,tam
1945,2020,14.272727272727272,12.897727272727272,tam
1946,2021,14.090909090909092,13.420454545454549,tam
1947,2022,13.142857142857142,13.64935064935065,tam
1948,2023,14.904761904761903,14.102813852813853,tam
1949,2024,13.363636363636363,13.875541125541126,tam
1950,1960,10.454545454545457,10.454545454545457,was
1951,1961,12.136363636363637,11.295454545454549,was
1952,1962,11.863636363636363,11.484848484848484,was
1953,1963,12.818181818181818,11.818181818181818,was
1954,1964,12.363636363636363,12.295454545454549,was
1955,1965,11.681818181818182,12.181818181818182,was
1956,1966,12.409090909090908,12.318181818181818,was
1957,1967,11.909090909090908,12.09090909090909,was
1958,1968,11.454545454545457,11.863636363636363,was
1959,1969,12.181818181818182,11.988636363636363,was
1960,1970,12.272727272727272,11.954545454545457,was
1961,1971,13.181818181818182,12.272727272727272,was
1962,1972,13.090909090909092,12.681818181818183,was
1963,1973,12.863636363636363,12.852272727272728,was
1964,1974,13.181818181818182,13.079545454545451,was
1965,1975,12.545454545454543,12.920454545454543,was
1966,1976,13.0,12.897727272727272,was
1967,1977,12.272727272727272,12.75,was
1968,1978,13.909090909090908,12.93181818181818,was
1969,1979,14.409090909090908,13.397727272727272,was
1970,1980,13.318181818181818,13.477272727272728,was
1971,1981,12.909090909090908,13.636363636363637,was
1972,1982,8.545454545454545,12.295454545454549,was
1973,1983,14.954545454545457,12.431818181818182,was
1974,1984,13.863636363636363,12.568181818181817,was
1975,1985,13.954545454545457,12.829545454545451,was
1976,1986,14.0,14.193181818181817,was
1977,1987,10.5,13.079545454545451,was
1978,1988,13.181818181818182,12.90909090909091,was
1979,1989,12.272727272727272,12.488636363636363,was
1980,1990,13.545454545454543,12.375,was
1981,1991,14.727272727272728,13.43181818181818,was
1982,1992,13.045454545454543,13.397727272727272,was
1983,1993,12.772727272727272,13.522727272727272,was
1984,1994,14.0,13.636363636363637,was
1985,1995,14.045454545454543,13.46590909090909,was
1986,1996,13.5,13.579545454545457,was
1987,1997,13.227272727272728,13.693181818181818,was
1988,1998,13.136363636363637,13.477272727272728,was
1989,1999,15.0,13.71590909090909,was
1990,2000,13.772727272727272,13.78409090909091,was
1991,2001,14.318181818181818,14.056818181818182,was
1992,2002,13.454545454545457,14.136363636363637,was
1993,2003,13.5,13.761363636363637,was
1994,2004,13.409090909090908,13.670454545454543,was
1995,2005,14.227272727272728,13.647727272727272,was
1996,2006,13.863636363636363,13.75,was
1997,2007,13.909090909090908,13.852272727272728,was
1998,2008,13.5,13.875,was
1999,2009,13.090909090909092,13.59090909090909,was
2000,2010,13.045454545454543,13.386363636363637,was
2001,2011,12.636363636363637,13.06818181818182,was
2002,2012,14.5,13.31818181818182,was
2003,2013,13.772727272727272,13.488636363636363,was
2004,2014,13.090909090909092,13.5,was
2005,2015,12.681818181818182,13.511363636363637,was
2006,2016,13.318181818181818,13.21590909090909,was
2007,2017,11.818181818181818,12.727272727272728,was
2008,2018,12.227272727272728,12.511363636363637,was
2009,2019,12.772727272727272,12.534090909090908,was
2010,2020,12.5,12.329545454545457,was
2011,2021,12.181818181818182,12.420454545454543,was
2012,2022,12.818181818181818,12.568181818181818,was
2013,2023,13.636363636363637,12.78409090909091,was
2014,2024,14.136363636363637,13.193181818181818,was
